anio_mat,entidad_id,ent_regis,municipio_id,mun_regis,tipo_div,causa,hijos,custodia,pension,edad_mdiv1,escol_div1,con_acdiv1,sexo_div1,edad_mdiv2,escol_div2,con_acdiv2,sexo_div2
2015,5,Coahuila de Zaragoza,18,San José de Gracia,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,19,No especificada,No especificada,Mujer,22,No especificada,No especificada,Hombre
2015,5,Coahuila de Zaragoza,25,Playas de Rosarito,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,18,No especificada,No especificada,Mujer,17,No especificada,No especificada,Hombre
2015,5,Coahuila de Zaragoza,18,San José de Gracia,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,29,No especificada,No especificada,Hombre,18,No especificada,No especificada,Mujer
2015,5,Coahuila de Zaragoza,25,Playas de Rosarito,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,28,No especificada,Trabaja,Hombre,19,No especificada,No especificada,Mujer
2015,5,Coahuila de Zaragoza,25,Playas de Rosarito,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,No especificada,No especificada,Mujer,18,No especificada,No especificada,Hombre
2015,5,Coahuila de Zaragoza,18,San José de Gracia,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,19,No especificada,No especificada,Mujer,29,No especificada,No especificada,Hombre
2015,5,Coahuila de Zaragoza,33,La Paz,Judicial,Voluntario unilateral,2,Divorciante 1,Hijos,21,No especificada,Trabaja,Hombre,19,No especificada,No especificada,Mujer
2015,5,Coahuila de Zaragoza,25,Playas de Rosarito,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,No especificada,No especificada,Hombre,18,No especificada,No especificada,Mujer
2015,5,Coahuila de Zaragoza,25,Playas de Rosarito,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,22,No especificada,Trabaja,Hombre,19,No especificada,Trabaja,Mujer
2015,8,Chihuahua,21,Ensenada,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,18,Secundaria o equivalente,Trabaja,Mujer,22,Secundaria o equivalente,Trabaja,Hombre
2015,8,Chihuahua,21,Ensenada,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,18,Preparatoria o equivalente,Trabaja,Mujer,22,Secundaria o equivalente,Trabaja,Hombre
2015,8,Chihuahua,21,Ensenada,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,18,Secundaria o equivalente,Trabaja,Mujer,23,Secundaria o equivalente,Trabaja,Hombre
2015,8,Chihuahua,21,Ensenada,Judicial,Incompatibilidad de caracteres,1,Divorciante 2,Hijos,19,Preparatoria o equivalente,No trabaja,Mujer,99,No especificada,No especificada,Hombre
2015,9,Ciudad de México,15,Jesús María,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,20,Secundaria o equivalente,Trabaja,Hombre,19,Secundaria o equivalente,Trabaja,Mujer
2015,9,Ciudad de México,15,Jesús María,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,27,Preparatoria o equivalente,Trabaja,Hombre,18,Preparatoria o equivalente,Trabaja,Mujer
2015,9,Ciudad de México,15,Jesús María,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,19,Preparatoria o equivalente,No trabaja,Hombre,19,Preparatoria o equivalente,No trabaja,Mujer
2015,9,Ciudad de México,15,Jesús María,Judicial,Voluntario unilateral,1,no se otorga,Ninguno,19,Sin escolaridad,Trabaja,Mujer,34,Primaria completa,Trabaja,Hombre
2015,11,Guanajuato,33,La Paz,Judicial,Mutuo consentimiento,0,no se otorga,No especificado,31,Secundaria o equivalente,Trabaja,Hombre,19,Secundaria o equivalente,Trabaja,Mujer
2015,11,Guanajuato,32,Mulegé,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,99,No especificada,No especificada,Hombre,19,No especificada,No especificada,Mujer
2015,11,Guanajuato,41,Calkiní,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,18,Preparatoria o equivalente,Trabaja,Mujer,22,Preparatoria o equivalente,Trabaja,Hombre
2015,11,Guanajuato,25,Playas de Rosarito,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,20,Secundaria o equivalente,Trabaja,Hombre,19,Secundaria o equivalente,Trabaja,Mujer
2015,11,Guanajuato,33,La Paz,Judicial,Mutuo consentimiento,0,no se otorga,No especificado,19,Preparatoria o equivalente,Trabaja,Hombre,19,Secundaria o equivalente,Trabaja,Mujer
2015,11,Guanajuato,21,Ensenada,Judicial,Mutuo consentimiento,1,Divorciante 1,Hijos,40,Secundaria o equivalente,Trabaja,Hombre,18,Primaria completa,Trabaja,Mujer
2015,11,Guanajuato,41,Calkiní,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,18,Preparatoria o equivalente,Trabaja,Mujer,99,Preparatoria o equivalente,Trabaja,Hombre
2015,11,Guanajuato,11,Aguascalientes,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,19,Secundaria o equivalente,Trabaja,Mujer,99,Secundaria o equivalente,Trabaja,Hombre
2015,11,Guanajuato,21,Ensenada,Judicial,Mutuo consentimiento,1,Divorciante 1,Hijos,99,Preparatoria o equivalente,No trabaja,Hombre,18,Preparatoria o equivalente,No trabaja,Mujer
2015,11,Guanajuato,42,Campeche,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,22,Secundaria o equivalente,Trabaja,Hombre,19,Sin escolaridad,No trabaja,Mujer
2015,11,Guanajuato,31,Comondú,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,22,Superior,Trabaja,Hombre,18,Preparatoria o equivalente,Trabaja,Mujer
2015,11,Guanajuato,27,San Felipe,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,22,Secundaria o equivalente,Trabaja,Hombre,18,Secundaria o equivalente,No trabaja,Mujer
2015,11,Guanajuato,15,Jesús María,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,25,No especificada,Trabaja,Hombre,18,Secundaria o equivalente,Trabaja,Mujer
2015,11,Guanajuato,27,San Felipe,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,19,Secundaria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,Trabaja,Mujer
2015,12,Guerrero,57,Cuatro Ciénegas,Judicial,Mutuo consentimiento,1,Divorciante 1,Hijos,20,No especificada,No especificada,Hombre,18,No especificada,No especificada,Mujer
2015,13,Hidalgo,63,Comala,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,28,Preparatoria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,No trabaja,Mujer
2015,13,Hidalgo,63,Comala,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,20,Preparatoria o equivalente,No trabaja,Hombre,19,Preparatoria o equivalente,No trabaja,Mujer
2015,14,Jalisco,25,Playas de Rosarito,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,19,Preparatoria o equivalente,No trabaja,Mujer,19,Preparatoria o equivalente,No trabaja,Hombre
2015,15,México,25,Playas de Rosarito,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,18,Superior,Trabaja,Mujer,21,Superior,No trabaja,Hombre
2015,15,México,106,General Simón Bolívar,Judicial,Voluntario unilateral,2,Divorciante 2,Hijos,17,Secundaria o equivalente,No trabaja,Mujer,35,Secundaria o equivalente,Trabaja,Hombre
2015,15,México,121,Acapulco de Juárez,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,27,Preparatoria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,Trabaja,Mujer
2016,15,México,105,Durango,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,19,Secundaria o equivalente,Trabaja,Hombre,19,Secundaria o equivalente,No trabaja,Mujer
2015,15,México,81,Ahumada,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,99,Secundaria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,No trabaja,Mujer
2015,15,México,14,Cosío,Judicial,Voluntario unilateral,0,no se otorga,No especificado,18,Preparatoria o equivalente,No especificada,Mujer,25,Preparatoria o equivalente,Trabaja,Hombre
2015,15,México,45,Hecelchakán,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,30,No especificada,Trabaja,Hombre,19,No especificada,No trabaja,Mujer
2015,15,México,106,General Simón Bolívar,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,16,Primaria completa,No trabaja,Mujer,18,Secundaria o equivalente,No trabaja,Hombre
2015,15,México,32,Mulegé,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,22,Primaria completa,Trabaja,Hombre,18,Primaria completa,Trabaja,Mujer
2015,15,México,106,General Simón Bolívar,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,99,Carrera técnica,Trabaja,Hombre,19,Preparatoria o equivalente,Trabaja,Mujer
2015,15,México,25,Playas de Rosarito,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,Superior,Trabaja,Mujer,28,Superior,Trabaja,Hombre
2015,15,México,65,Cuauhtémoc,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,99,Secundaria o equivalente,Trabaja,Hombre,18,Secundaria o equivalente,Trabaja,Mujer
2015,15,México,106,General Simón Bolívar,Judicial,Voluntario unilateral,1,Ambos,Hijos,17,Secundaria o equivalente,Trabaja,Hombre,16,Secundaria o equivalente,Trabaja,Mujer
2015,15,México,24,Tijuana,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,17,Preparatoria o equivalente,Trabaja,Mujer,26,Preparatoria o equivalente,Trabaja,Hombre
2015,15,México,104,Cuencamé,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,99,Carrera técnica,Trabaja,Hombre,19,Preparatoria o equivalente,No trabaja,Mujer
2015,15,México,106,General Simón Bolívar,Judicial,Voluntario unilateral,1,no se otorga,No especificado,21,Preparatoria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,No trabaja,Mujer
2015,15,México,86,Bachíniva,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,21,Secundaria o equivalente,Trabaja,Hombre,17,Secundaria o equivalente,No trabaja,Mujer
2015,15,México,121,Acapulco de Juárez,Judicial,Voluntario unilateral,1,no se otorga,Ninguno,19,Preparatoria o equivalente,Trabaja,Mujer,99,Preparatoria o equivalente,Trabaja,Hombre
2015,15,México,45,Hecelchakán,Judicial,Voluntario unilateral,1,Ambos,Hijos,22,No especificada,Trabaja,Hombre,18,No especificada,No trabaja,Mujer
2015,15,México,57,Cuatro Ciénegas,Judicial,Voluntario unilateral,1,Ambos,Hijos y Divorciante 1,18,Primaria completa,Trabaja,Hombre,18,Secundaria o equivalente,Trabaja,Mujer
2015,15,México,51,Abasolo,Judicial,Mutuo consentimiento,1,Divorciante 1,Hijos,23,Secundaria o equivalente,Trabaja,Hombre,15,Secundaria o equivalente,No trabaja,Mujer
2015,15,México,24,Tijuana,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,16,Secundaria o equivalente,Trabaja,Mujer,20,Secundaria o equivalente,Trabaja,Hombre
2015,15,México,13,Calvillo,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,17,Preparatoria o equivalente,No trabaja,Mujer,19,Preparatoria o equivalente,Trabaja,Hombre
2015,15,México,51,Abasolo,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,19,Superior,Trabaja,Hombre,17,Superior,No trabaja,Mujer
2015,15,México,33,La Paz,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,25,Secundaria o equivalente,Trabaja,Hombre,19,Secundaria o equivalente,No trabaja,Mujer
2015,15,México,58,Escobedo,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,24,Preparatoria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,No trabaja,Mujer
2015,16,Michoacán de Ocampo,107,Gómez Palacio,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,18,No especificada,No especificada,Hombre,17,No especificada,No trabaja,Mujer
2015,16,Michoacán de Ocampo,108,Guadalupe Victoria,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,17,No especificada,No trabaja,Mujer,99,No especificada,No trabaja,Hombre
2015,19,Nuevo León,18,San José de Gracia,Judicial,Mutuo consentimiento,1,Divorciante 1,Hijos,19,Preparatoria o equivalente,Trabaja,Hombre,18,Preparatoria o equivalente,No trabaja,Mujer
2015,19,Nuevo León,39,Loreto,Judicial,Voluntario unilateral,1,Ambos,Hijos,19,Preparatoria o equivalente,Trabaja,Mujer,23,Preparatoria o equivalente,Trabaja,Hombre
2015,19,Nuevo León,39,Loreto,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,30,Superior,Trabaja,Hombre,19,Superior,Trabaja,Mujer
2015,19,Nuevo León,39,Loreto,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,23,Superior,Trabaja,Hombre,19,Superior,Trabaja,Mujer
2015,19,Nuevo León,39,Loreto,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,22,No especificada,No especificada,Hombre,19,No especificada,No especificada,Mujer
2016,20,Oaxaca,318,Calotmul,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,22,Superior,Trabaja,Hombre,19,Preparatoria o equivalente,No trabaja,Mujer
2015,25,Sinaloa,17,Rincón de Romos,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,25,Preparatoria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,Trabaja,Mujer
2015,26,Sonora,33,La Paz,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,22,Superior,Trabaja,Hombre,15,Secundaria o equivalente,No trabaja,Mujer
2015,27,Tabasco,14,Cosío,Judicial,"Separación del hogar conyugal por más de 1 año, con o sin causa justificada",0,no se otorga,Ninguno,18,Superior,No trabaja,Hombre,18,No especificada,Trabaja,Mujer
2015,28,Tamaulipas,25,Playas de Rosarito,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,25,No especificada,Trabaja,Hombre,18,No especificada,No especificada,Mujer
2015,28,Tamaulipas,27,San Felipe,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,18,No especificada,Trabaja,Hombre,18,No especificada,Trabaja,Mujer
2015,28,Tamaulipas,27,San Felipe,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,21,No especificada,Trabaja,Hombre,18,No especificada,Trabaja,Mujer
2015,28,Tamaulipas,41,Calkiní,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,22,Secundaria o equivalente,Trabaja,Hombre,16,Carrera técnica,No trabaja,Mujer
2015,28,Tamaulipas,27,San Felipe,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,17,No especificada,Trabaja,Hombre,17,No especificada,No especificada,Mujer
2015,28,Tamaulipas,32,Mulegé,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,21,No especificada,Trabaja,Hombre,19,No especificada,No trabaja,Mujer
2015,28,Tamaulipas,32,Mulegé,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,20,No especificada,Trabaja,Hombre,19,No especificada,No especificada,Mujer
2015,28,Tamaulipas,33,La Paz,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,22,No especificada,Trabaja,Hombre,19,No especificada,No especificada,Mujer
2015,28,Tamaulipas,32,Mulegé,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,25,No especificada,No trabaja,Hombre,15,No especificada,No especificada,Mujer
2015,28,Tamaulipas,32,Mulegé,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,20,No especificada,Trabaja,Hombre,19,No especificada,Trabaja,Mujer
2015,32,Zacatecas,56,Castaños,Judicial,Mutuo consentimiento,1,Divorciante 1,Hijos,24,Superior,Trabaja,Hombre,16,Secundaria o equivalente,No trabaja,Mujer
2015,32,Zacatecas,51,Abasolo,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,17,Primaria completa,Trabaja,Hombre,16,Primaria completa,Trabaja,Mujer
2015,32,Zacatecas,39,Loreto,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,19,Superior,No trabaja,Hombre,18,Secundaria o equivalente,No trabaja,Mujer
2015,32,Zacatecas,39,Loreto,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,24,Primaria completa,Trabaja,Hombre,18,Primaria completa,No trabaja,Mujer
2015,32,Zacatecas,39,Loreto,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,22,No especificada,No trabaja,Hombre,17,No especificada,Trabaja,Mujer
2015,5,Coahuila de Zaragoza,18,San José de Gracia,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,19,No especificada,No especificada,Mujer,23,No especificada,No especificada,Hombre
2015,5,Coahuila de Zaragoza,18,San José de Gracia,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,21,Secundaria o equivalente,Trabaja,Hombre,18,No especificada,No especificada,Mujer
2015,5,Coahuila de Zaragoza,25,Playas de Rosarito,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,33,Carrera técnica,Trabaja,Hombre,19,No especificada,Trabaja,Mujer
2015,5,Coahuila de Zaragoza,18,San José de Gracia,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,19,No especificada,No especificada,Hombre,18,No especificada,No especificada,Mujer
2015,5,Coahuila de Zaragoza,18,San José de Gracia,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,No especificada,No especificada,Mujer,21,No especificada,No especificada,Hombre
2015,5,Coahuila de Zaragoza,25,Playas de Rosarito,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,18,No especificada,No especificada,Mujer,21,No especificada,No especificada,Hombre
2015,5,Coahuila de Zaragoza,18,San José de Gracia,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,18,No especificada,No especificada,Mujer,21,No especificada,No especificada,Hombre
2015,5,Coahuila de Zaragoza,18,San José de Gracia,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,20,No especificada,No especificada,Hombre,19,No especificada,No especificada,Mujer
2015,5,Coahuila de Zaragoza,33,La Paz,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,27,No especificada,Trabaja,Hombre,16,No especificada,Trabaja,Mujer
2015,5,Coahuila de Zaragoza,25,Playas de Rosarito,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,19,No especificada,No especificada,Hombre,18,No especificada,No especificada,Mujer
2015,5,Coahuila de Zaragoza,33,La Paz,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,17,Preparatoria o equivalente,Trabaja,Mujer,16,Secundaria o equivalente,Trabaja,Hombre
2015,5,Coahuila de Zaragoza,25,Playas de Rosarito,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,20,No especificada,Trabaja,Hombre,17,No especificada,No especificada,Mujer
2015,5,Coahuila de Zaragoza,18,San José de Gracia,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,Secundaria o equivalente,Trabaja,Mujer,19,No especificada,No especificada,Hombre
2015,5,Coahuila de Zaragoza,25,Playas de Rosarito,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,Secundaria o equivalente,Trabaja,Hombre,19,Secundaria o equivalente,Trabaja,Mujer
2015,5,Coahuila de Zaragoza,25,Playas de Rosarito,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,30,Secundaria o equivalente,Trabaja,Hombre,19,No especificada,No especificada,Mujer
2015,5,Coahuila de Zaragoza,18,San José de Gracia,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,19,Preparatoria o equivalente,No trabaja,Hombre,18,No especificada,No especificada,Mujer
2015,5,Coahuila de Zaragoza,25,Playas de Rosarito,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,No especificada,No especificada,Hombre,19,No especificada,No especificada,Mujer
2015,5,Coahuila de Zaragoza,25,Playas de Rosarito,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,18,No especificada,No especificada,Mujer,27,No especificada,No especificada,Hombre
2016,5,Coahuila de Zaragoza,25,Playas de Rosarito,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,21,No especificada,Trabaja,Hombre,19,No especificada,No especificada,Mujer
2015,5,Coahuila de Zaragoza,21,Ensenada,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,19,No especificada,No especificada,Hombre,18,No especificada,No especificada,Mujer
2015,5,Coahuila de Zaragoza,18,San José de Gracia,Administrativo,Mutuo consentimiento,98,No aplica,No aplica,20,No especificada,No especificada,Hombre,16,No especificada,No especificada,Mujer
2015,7,Chiapas,97,Iztapalapa,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,26,Primaria completa,Trabaja,Hombre,18,Primaria completa,Trabaja,Mujer
2015,7,Chiapas,78,Ángel Albino Corzo,Judicial,Mutuo consentimiento,1,Divorciante 1,Hijos,21,Sin escolaridad,Trabaja,Hombre,19,Sin escolaridad,No trabaja,Mujer
2015,7,Chiapas,97,Iztapalapa,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,18,Secundaria o equivalente,Trabaja,Hombre,16,Secundaria o equivalente,No trabaja,Mujer
2015,7,Chiapas,101,Canatlán,Judicial,Mutuo consentimiento,1,Divorciante 1,Hijos,20,Secundaria o equivalente,No trabaja,Hombre,16,Preparatoria o equivalente,No trabaja,Mujer
2015,7,Chiapas,97,Iztapalapa,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,18,Secundaria o equivalente,No trabaja,Hombre,17,Preparatoria o equivalente,No trabaja,Mujer
2015,7,Chiapas,57,Cuatro Ciénegas,Judicial,"Separación del hogar conyugal por más de 1 año, con o sin causa justificada",1,no se otorga,Ninguno,16,Secundaria o equivalente,No trabaja,Mujer,20,Superior,No trabaja,Hombre
2015,7,Chiapas,81,Ahumada,Judicial,"Abandono de hogar por más de 3 o 6 meses, sin causa justificada",1,no se otorga,No especificado,19,Sin escolaridad,Trabaja,Hombre,18,Secundaria o equivalente,Trabaja,Mujer
2015,7,Chiapas,108,Guadalupe Victoria,Judicial,Mutuo consentimiento,1,Divorciante 1,Hijos y Divorciante 1,22,Superior,Trabaja,Hombre,19,Preparatoria o equivalente,No trabaja,Mujer
2015,7,Chiapas,101,Canatlán,Judicial,Voluntario unilateral,1,no se otorga,Ninguno,22,Preparatoria o equivalente,Trabaja,Hombre,13,Secundaria o equivalente,No trabaja,Mujer
2015,7,Chiapas,68,Minatitlán,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,23,Preparatoria o equivalente,Trabaja,Hombre,17,Secundaria o equivalente,No trabaja,Mujer
2016,7,Chiapas,19,Tepezalá,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,99,Preparatoria o equivalente,Trabaja,Hombre,19,Superior,Trabaja,Mujer
2015,8,Chihuahua,51,Abasolo,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,17,Secundaria o equivalente,No trabaja,Mujer,29,Primaria completa,No trabaja,Hombre
2016,8,Chihuahua,21,Ensenada,Judicial,Mutuo consentimiento,1,Divorciante 1,Hijos,22,Secundaria o equivalente,Trabaja,Hombre,18,Preparatoria o equivalente,Trabaja,Mujer
2016,8,Chihuahua,21,Ensenada,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,18,Secundaria o equivalente,No trabaja,Mujer,45,Superior,Trabaja,Hombre
2016,8,Chihuahua,51,Abasolo,Judicial,Incompatibilidad de caracteres,2,Ambos,Hijos,21,Secundaria o equivalente,Trabaja,Hombre,19,Primaria completa,No trabaja,Mujer
2016,8,Chihuahua,52,Acuña,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,19,Preparatoria o equivalente,Trabaja,Mujer,18,Preparatoria o equivalente,Trabaja,Hombre
2016,8,Chihuahua,52,Acuña,Judicial,Mutuo consentimiento,1,Divorciante 1,Hijos,21,Secundaria o equivalente,Trabaja,Hombre,18,Secundaria o equivalente,Trabaja,Mujer
2015,8,Chihuahua,21,Ensenada,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,19,Preparatoria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,No trabaja,Mujer
2016,8,Chihuahua,19,Tepezalá,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,19,Preparatoria o equivalente,No trabaja,Mujer,27,Secundaria o equivalente,No especificada,Hombre
2015,8,Chihuahua,21,Ensenada,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,20,Primaria completa,Trabaja,Hombre,19,Secundaria o equivalente,Trabaja,Mujer
2016,8,Chihuahua,21,Ensenada,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,19,Superior,Trabaja,Mujer,20,Secundaria o equivalente,Trabaja,Hombre
2015,9,Ciudad de México,15,Jesús María,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,24,Carrera técnica,Trabaja,Hombre,19,Preparatoria o equivalente,Trabaja,Mujer
2015,9,Ciudad de México,15,Jesús María,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,19,Preparatoria o equivalente,Trabaja,Mujer,19,Preparatoria o equivalente,Trabaja,Hombre
2015,9,Ciudad de México,15,Jesús María,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,18,No especificada,Trabaja,Mujer,21,No especificada,Trabaja,Hombre
2015,9,Ciudad de México,15,Jesús María,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,25,Preparatoria o equivalente,Trabaja,Hombre,18,Preparatoria o equivalente,Trabaja,Mujer
2015,9,Ciudad de México,15,Jesús María,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,19,Secundaria o equivalente,No trabaja,Mujer,19,Secundaria o equivalente,Trabaja,Hombre
2015,9,Ciudad de México,15,Jesús María,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,18,Preparatoria o equivalente,Trabaja,Mujer,20,Preparatoria o equivalente,Trabaja,Hombre
2015,9,Ciudad de México,15,Jesús María,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,24,Preparatoria o equivalente,Trabaja,Hombre,18,Preparatoria o equivalente,Trabaja,Mujer
2015,9,Ciudad de México,15,Jesús María,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,18,Superior,Trabaja,Mujer,25,Carrera técnica,Trabaja,Hombre
2015,9,Ciudad de México,15,Jesús María,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,17,No especificada,Trabaja,Hombre,17,No especificada,No trabaja,Mujer
2015,9,Ciudad de México,15,Jesús María,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,27,Preparatoria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,No trabaja,Mujer
2015,9,Ciudad de México,15,Jesús María,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,21,Carrera técnica,Trabaja,Hombre,18,Preparatoria o equivalente,Trabaja,Mujer
2015,9,Ciudad de México,15,Jesús María,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,19,Carrera técnica,Trabaja,Mujer,22,Secundaria o equivalente,Trabaja,Hombre
2015,9,Ciudad de México,15,Jesús María,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,Preparatoria o equivalente,No trabaja,Mujer,26,Secundaria o equivalente,Trabaja,Hombre
2015,9,Ciudad de México,15,Jesús María,Judicial,Voluntario unilateral,1,Ambos,Hijos y Divorciante 1,19,Secundaria o equivalente,Trabaja,Hombre,18,Primaria completa,No trabaja,Mujer
2015,9,Ciudad de México,15,Jesús María,Judicial,Voluntario unilateral,1,no se otorga,Ninguno,19,Preparatoria o equivalente,Trabaja,Mujer,19,Preparatoria o equivalente,No trabaja,Hombre
2015,9,Ciudad de México,15,Jesús María,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,18,Secundaria o equivalente,Trabaja,Mujer,34,Secundaria o equivalente,Trabaja,Hombre
2015,9,Ciudad de México,15,Jesús María,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,Preparatoria o equivalente,Trabaja,Mujer,50,Superior,Trabaja,Hombre
