anio_mat,entidad_id,ent_regis,municipio_id,mun_regis,tipo_div,causa,hijos,custodia,pension,edad_mdiv1,escol_div1,con_acdiv1,sexo_div1,edad_mdiv2,escol_div2,con_acdiv2,sexo_div2
2016,25,Sinaloa,15,Jesús María,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,18,Superior,Trabaja,Hombre,18,Preparatoria o equivalente,Trabaja,Mujer
2016,25,Sinaloa,12,Asientos,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,28,Superior,Trabaja,Hombre,18,Preparatoria o equivalente,No trabaja,Mujer
2016,25,Sinaloa,16,Pabellón de Arteaga,Judicial,Voluntario unilateral,1,Ambos,Hijos,31,Secundaria o equivalente,Trabaja,Hombre,18,Secundaria o equivalente,No trabaja,Mujer
2016,25,Sinaloa,12,Asientos,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,26,Preparatoria o equivalente,Trabaja,Hombre,18,Preparatoria o equivalente,No trabaja,Mujer
2016,25,Sinaloa,12,Asientos,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,18,No especificada,Trabaja,Mujer,18,Secundaria o equivalente,Trabaja,Hombre
2017,25,Sinaloa,12,Asientos,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,Preparatoria o equivalente,Trabaja,Mujer,20,Preparatoria o equivalente,Trabaja,Hombre
2017,25,Sinaloa,18,San José de Gracia,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,Preparatoria o equivalente,Trabaja,Mujer,20,Secundaria o equivalente,Trabaja,Hombre
2017,25,Sinaloa,11,Aguascalientes,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,19,Preparatoria o equivalente,Trabaja,Mujer,23,Secundaria o equivalente,Trabaja,Hombre
2017,25,Sinaloa,18,San José de Gracia,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,24,Secundaria o equivalente,Trabaja,Hombre,18,Preparatoria o equivalente,Trabaja,Mujer
2017,25,Sinaloa,14,Cosío,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,19,Preparatoria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,Trabaja,Mujer
2017,25,Sinaloa,11,Aguascalientes,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,21,Superior,No trabaja,Hombre,19,Secundaria o equivalente,Trabaja,Mujer
2017,25,Sinaloa,18,San José de Gracia,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,19,Preparatoria o equivalente,Trabaja,Mujer,28,Preparatoria o equivalente,Trabaja,Hombre
2017,25,Sinaloa,12,Asientos,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,19,Preparatoria o equivalente,Trabaja,Mujer,19,No especificada,No especificada,Hombre
2017,25,Sinaloa,12,Asientos,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,58,Superior,Trabaja,Hombre,19,No especificada,No especificada,Mujer
2017,25,Sinaloa,12,Asientos,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,22,Preparatoria o equivalente,Trabaja,Hombre,18,No especificada,No especificada,Mujer
2017,25,Sinaloa,18,San José de Gracia,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,26,Superior,Trabaja,Hombre,19,Secundaria o equivalente,No trabaja,Mujer
2017,25,Sinaloa,12,Asientos,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,23,Preparatoria o equivalente,Trabaja,Hombre,19,No especificada,No especificada,Mujer
2017,25,Sinaloa,15,Jesús María,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,27,Preparatoria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,Trabaja,Mujer
2017,25,Sinaloa,11,Aguascalientes,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,18,Superior,No trabaja,Mujer,24,Secundaria o equivalente,Trabaja,Hombre
2017,25,Sinaloa,12,Asientos,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,25,Preparatoria o equivalente,Trabaja,Hombre,19,Superior,No trabaja,Mujer
2017,25,Sinaloa,12,Asientos,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,19,Secundaria o equivalente,Trabaja,Mujer,20,Secundaria o equivalente,Trabaja,Hombre
2017,25,Sinaloa,15,Jesús María,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,19,Preparatoria o equivalente,Trabaja,Mujer,23,Preparatoria o equivalente,Trabaja,Hombre
2017,25,Sinaloa,13,Calvillo,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,29,Superior,Trabaja,Hombre,19,Preparatoria o equivalente,No trabaja,Mujer
2017,25,Sinaloa,12,Asientos,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,Superior,Trabaja,Hombre,19,Superior,Trabaja,Mujer
2017,25,Sinaloa,17,Rincón de Romos,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos y Divorciante 2,22,Preparatoria o equivalente,Trabaja,Hombre,19,Secundaria o equivalente,No trabaja,Mujer
2017,25,Sinaloa,11,Aguascalientes,Judicial,Voluntario unilateral,2,Divorciante 2,Hijos,23,Preparatoria o equivalente,Trabaja,Hombre,19,Secundaria o equivalente,No trabaja,Mujer
2017,25,Sinaloa,11,Aguascalientes,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,22,Preparatoria o equivalente,Trabaja,Hombre,19,Carrera técnica,Trabaja,Mujer
2017,25,Sinaloa,11,Aguascalientes,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,22,Secundaria o equivalente,Trabaja,Hombre,18,Preparatoria o equivalente,No trabaja,Mujer
2017,25,Sinaloa,15,Jesús María,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,18,Preparatoria o equivalente,Trabaja,Mujer,22,Preparatoria o equivalente,Trabaja,Hombre
2017,25,Sinaloa,15,Jesús María,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,Superior,Trabaja,Mujer,29,Preparatoria o equivalente,Trabaja,Hombre
2017,25,Sinaloa,11,Aguascalientes,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,18,Preparatoria o equivalente,Trabaja,Hombre,17,Secundaria o equivalente,Trabaja,Mujer
2017,25,Sinaloa,15,Jesús María,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,20,Superior,Trabaja,Hombre,17,Preparatoria o equivalente,No trabaja,Mujer
2017,25,Sinaloa,11,Aguascalientes,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos y Divorciante 2,26,Preparatoria o equivalente,Trabaja,Hombre,18,Preparatoria o equivalente,Trabaja,Mujer
2018,25,Sinaloa,12,Asientos,Judicial,Voluntario unilateral,2,Divorciante 1,Hijos,18,Preparatoria o equivalente,Trabaja,Mujer,22,Secundaria o equivalente,Trabaja,Hombre
2015,26,Sonora,19,Tepezalá,Judicial,Mutuo consentimiento,1,Divorciante 1,Hijos,15,Secundaria o equivalente,No trabaja,Mujer,23,Secundaria o equivalente,Trabaja,Hombre
2015,26,Sonora,18,San José de Gracia,Judicial,Mutuo consentimiento,1,Divorciante 1,Hijos,18,Secundaria o equivalente,Trabaja,Mujer,23,Preparatoria o equivalente,No trabaja,Hombre
2015,26,Sonora,17,Rincón de Romos,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,23,Secundaria o equivalente,Trabaja,Hombre,19,Secundaria o equivalente,No trabaja,Mujer
2015,26,Sonora,18,San José de Gracia,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,20,No especificada,Trabaja,Hombre,19,No especificada,No especificada,Mujer
2015,26,Sonora,17,Rincón de Romos,Judicial,Voluntario unilateral,2,Divorciante 2,Hijos,21,Preparatoria o equivalente,Trabaja,Hombre,18,Secundaria o equivalente,Trabaja,Mujer
2015,26,Sonora,17,Rincón de Romos,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,22,Preparatoria o equivalente,Trabaja,Hombre,19,Secundaria o equivalente,No trabaja,Mujer
2015,26,Sonora,42,Campeche,Judicial,Mutuo consentimiento,1,Divorciante 1,Hijos,18,Preparatoria o equivalente,Trabaja,Mujer,22,Superior,Trabaja,Hombre
2015,26,Sonora,17,Rincón de Romos,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,18,Secundaria o equivalente,No trabaja,Mujer,21,Secundaria o equivalente,Trabaja,Hombre
2015,26,Sonora,17,Rincón de Romos,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,19,Secundaria o equivalente,Trabaja,Mujer,27,Secundaria o equivalente,Trabaja,Hombre
2015,26,Sonora,55,Candela,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,23,Secundaria o equivalente,Trabaja,Hombre,18,Preparatoria o equivalente,Trabaja,Mujer
2015,26,Sonora,42,Campeche,Judicial,Mutuo consentimiento,2,Divorciante 1,Hijos,16,Secundaria o equivalente,Trabaja,Mujer,19,Secundaria o equivalente,Trabaja,Hombre
2015,26,Sonora,55,Candela,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,23,Preparatoria o equivalente,Trabaja,Hombre,18,Preparatoria o equivalente,Trabaja,Mujer
2015,26,Sonora,33,La Paz,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,28,No especificada,Trabaja,Hombre,19,No especificada,No especificada,Mujer
2015,26,Sonora,48,Tenabo,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,34,Superior,Trabaja,Hombre,18,Superior,Trabaja,Mujer
2016,26,Sonora,66,Ixtlahuacán,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,28,Preparatoria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,Trabaja,Mujer
2016,26,Sonora,52,Acuña,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,18,No especificada,Trabaja,Hombre,17,No especificada,No trabaja,Mujer
2016,26,Sonora,42,Campeche,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,16,Preparatoria o equivalente,Trabaja,Mujer,19,Secundaria o equivalente,Trabaja,Hombre
2016,26,Sonora,18,San José de Gracia,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,25,Secundaria o equivalente,Trabaja,Hombre,17,Primaria completa,No trabaja,Mujer
2016,26,Sonora,43,Carmen,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,19,Preparatoria o equivalente,Trabaja,Mujer,20,Preparatoria o equivalente,Trabaja,Hombre
2016,26,Sonora,55,Candela,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,17,Secundaria o equivalente,Trabaja,Hombre,17,Superior,No trabaja,Mujer
2016,26,Sonora,43,Carmen,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,21,Preparatoria o equivalente,Trabaja,Hombre,19,Superior,Trabaja,Mujer
2016,26,Sonora,55,Candela,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,23,Preparatoria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,Trabaja,Mujer
2016,26,Sonora,18,San José de Gracia,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,24,Preparatoria o equivalente,Trabaja,Hombre,19,Secundaria o equivalente,No trabaja,Mujer
2016,26,Sonora,18,San José de Gracia,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,21,Superior,Trabaja,Hombre,19,Superior,Trabaja,Mujer
2016,26,Sonora,43,Carmen,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,18,Superior,No trabaja,Mujer,20,Preparatoria o equivalente,Trabaja,Hombre
2016,26,Sonora,19,Tepezalá,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,20,No especificada,Trabaja,Hombre,18,No especificada,No especificada,Mujer
2016,26,Sonora,43,Carmen,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,32,Secundaria o equivalente,Trabaja,Hombre,18,Preparatoria o equivalente,Trabaja,Mujer
2016,26,Sonora,18,San José de Gracia,Judicial,Mutuo consentimiento,1,Divorciante 1,Hijos,17,Secundaria o equivalente,Trabaja,Mujer,25,Preparatoria o equivalente,Trabaja,Hombre
2017,26,Sonora,66,Ixtlahuacán,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,19,Preparatoria o equivalente,No trabaja,Mujer,22,Secundaria o equivalente,Trabaja,Hombre
2017,26,Sonora,66,Ixtlahuacán,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,28,Preparatoria o equivalente,Trabaja,Hombre,18,Preparatoria o equivalente,No trabaja,Mujer
2017,26,Sonora,19,Tepezalá,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,21,Secundaria o equivalente,Trabaja,Hombre,19,Superior,No trabaja,Mujer
2017,26,Sonora,55,Candela,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,20,Secundaria o equivalente,Trabaja,Hombre,19,Secundaria o equivalente,Trabaja,Mujer
2017,26,Sonora,55,Candela,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,19,Preparatoria o equivalente,No trabaja,Mujer,20,Preparatoria o equivalente,Trabaja,Hombre
2017,26,Sonora,19,Tepezalá,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,22,Preparatoria o equivalente,Trabaja,Hombre,19,Secundaria o equivalente,No especificada,Mujer
2017,26,Sonora,55,Candela,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,24,Carrera técnica,Trabaja,Hombre,19,Preparatoria o equivalente,Trabaja,Mujer
2017,26,Sonora,18,San José de Gracia,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,23,Preparatoria o equivalente,Trabaja,Hombre,18,Preparatoria o equivalente,Trabaja,Mujer
2017,26,Sonora,23,Tecate,Judicial,Mutuo consentimiento,2,Divorciante 2,Hijos,19,Preparatoria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,No trabaja,Mujer
2017,26,Sonora,42,Campeche,Judicial,Mutuo consentimiento,1,Divorciante 1,Hijos,19,Secundaria o equivalente,Trabaja,Mujer,39,Preparatoria o equivalente,Trabaja,Hombre
2017,26,Sonora,18,San José de Gracia,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,No especificada,No especificada,Mujer,22,No especificada,No especificada,Hombre
2018,26,Sonora,17,Rincón de Romos,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,Preparatoria o equivalente,Trabaja,Mujer,21,Preparatoria o equivalente,Trabaja,Hombre
2018,26,Sonora,43,Carmen,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,18,No especificada,No especificada,Mujer,18,No especificada,No especificada,Hombre
2019,26,Sonora,19,Tepezalá,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,23,Secundaria o equivalente,Trabaja,Hombre,19,Secundaria o equivalente,No trabaja,Mujer
2015,27,Tabasco,16,Pabellón de Arteaga,Judicial,"Separación del hogar conyugal por más de 1 año, con o sin causa justificada",0,no se otorga,Ninguno,15,Secundaria o equivalente,No trabaja,Mujer,22,Secundaria o equivalente,Trabaja,Hombre
2015,27,Tabasco,12,Asientos,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,25,Secundaria o equivalente,Trabaja,Hombre,19,Superior,No trabaja,Mujer
2015,27,Tabasco,16,Pabellón de Arteaga,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos y Divorciante 2,23,Carrera técnica,Trabaja,Hombre,19,Carrera técnica,No trabaja,Mujer
2017,27,Tabasco,12,Asientos,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,28,Preparatoria o equivalente,Trabaja,Hombre,16,Secundaria o equivalente,No trabaja,Mujer
2018,27,Tabasco,13,Calvillo,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,19,Preparatoria o equivalente,Trabaja,Mujer,20,Preparatoria o equivalente,No trabaja,Hombre
2015,28,Tamaulipas,32,Mulegé,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,23,Superior,Trabaja,Hombre,19,Preparatoria o equivalente,Trabaja,Mujer
2015,28,Tamaulipas,22,Mexicali,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,23,No especificada,No especificada,Hombre,19,No especificada,No trabaja,Mujer
2015,28,Tamaulipas,21,Ensenada,Judicial,Voluntario unilateral,2,Divorciante 2,Hijos,23,Preparatoria o equivalente,Trabaja,Hombre,17,Preparatoria o equivalente,Trabaja,Mujer
2015,28,Tamaulipas,21,Ensenada,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,18,Secundaria o equivalente,Trabaja,Hombre,19,Secundaria o equivalente,No trabaja,Mujer
2015,28,Tamaulipas,32,Mulegé,Judicial,Voluntario unilateral,2,Divorciante 2,Hijos,18,No especificada,No especificada,Hombre,19,No especificada,Trabaja,Mujer
2015,28,Tamaulipas,33,La Paz,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,22,No especificada,No especificada,Hombre,18,No especificada,No especificada,Mujer
2015,28,Tamaulipas,32,Mulegé,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,18,No especificada,Trabaja,Hombre,18,No especificada,No especificada,Mujer
2015,28,Tamaulipas,32,Mulegé,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,21,No especificada,No especificada,Hombre,19,No especificada,Trabaja,Mujer
2015,28,Tamaulipas,21,Ensenada,Judicial,Voluntario unilateral,1,Divorciante 1,Hijos,17,Secundaria o equivalente,Trabaja,Mujer,25,Preparatoria o equivalente,Trabaja,Hombre
2015,28,Tamaulipas,25,Playas de Rosarito,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,21,No especificada,Trabaja,Hombre,16,No especificada,No especificada,Mujer
2015,28,Tamaulipas,32,Mulegé,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,18,No especificada,No especificada,Hombre,18,No especificada,Trabaja,Mujer
2015,28,Tamaulipas,27,San Felipe,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,19,No especificada,Trabaja,Mujer,18,No especificada,Trabaja,Hombre
2015,28,Tamaulipas,41,Calkiní,Judicial,Mutuo consentimiento,2,Divorciante 2,Hijos,32,No especificada,No especificada,Hombre,15,No especificada,No especificada,Mujer
2015,28,Tamaulipas,27,San Felipe,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,20,No especificada,No especificada,Hombre,19,No especificada,Trabaja,Mujer
2015,28,Tamaulipas,32,Mulegé,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,99,No especificada,No especificada,Hombre,18,No especificada,Trabaja,Mujer
2015,28,Tamaulipas,33,La Paz,Judicial,Voluntario unilateral,3,Divorciante 2,Hijos,21,No especificada,No especificada,Hombre,18,No especificada,No trabaja,Mujer
2015,28,Tamaulipas,27,San Felipe,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,20,No especificada,No especificada,Hombre,19,No especificada,Trabaja,Mujer
2015,28,Tamaulipas,27,San Felipe,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,30,No especificada,No especificada,Hombre,19,No especificada,No especificada,Mujer
2015,28,Tamaulipas,33,La Paz,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,29,No especificada,No especificada,Hombre,18,No especificada,No especificada,Mujer
2015,28,Tamaulipas,32,Mulegé,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,28,No especificada,No especificada,Hombre,18,No especificada,No especificada,Mujer
2015,28,Tamaulipas,22,Mexicali,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,25,No especificada,No especificada,Hombre,18,No especificada,Trabaja,Mujer
2015,28,Tamaulipas,27,San Felipe,Judicial,Voluntario unilateral,2,Divorciante 2,Hijos,23,No especificada,No especificada,Hombre,18,No especificada,No especificada,Mujer
2015,28,Tamaulipas,39,Loreto,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,19,No especificada,Trabaja,Hombre,16,No especificada,No especificada,Mujer
2015,28,Tamaulipas,41,Calkiní,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,19,No especificada,Trabaja,Hombre,17,No especificada,Trabaja,Mujer
2015,28,Tamaulipas,33,La Paz,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,23,No especificada,No especificada,Hombre,18,No especificada,No especificada,Mujer
2015,28,Tamaulipas,22,Mexicali,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,19,No especificada,No especificada,Hombre,16,No especificada,No trabaja,Mujer
2015,28,Tamaulipas,32,Mulegé,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,20,No especificada,No especificada,Hombre,19,No especificada,No especificada,Mujer
2015,28,Tamaulipas,21,Ensenada,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,18,No especificada,No especificada,Mujer,21,Preparatoria o equivalente,Trabaja,Hombre
2015,28,Tamaulipas,41,Calkiní,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,22,No especificada,Trabaja,Hombre,17,No especificada,Trabaja,Mujer
2015,28,Tamaulipas,32,Mulegé,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,19,No especificada,No especificada,Hombre,16,No especificada,Trabaja,Mujer
2015,28,Tamaulipas,27,San Felipe,Judicial,Voluntario unilateral,2,Divorciante 2,Hijos,26,No especificada,No especificada,Hombre,19,No especificada,Trabaja,Mujer
2015,28,Tamaulipas,39,Loreto,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,18,No especificada,No especificada,Hombre,18,No especificada,No especificada,Mujer
2015,28,Tamaulipas,39,Loreto,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,18,No especificada,No especificada,Hombre,18,No especificada,No especificada,Mujer
2015,28,Tamaulipas,27,San Felipe,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,Superior,No trabaja,Mujer,20,No especificada,Trabaja,Hombre
2015,28,Tamaulipas,32,Mulegé,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,22,No especificada,No especificada,Hombre,18,No especificada,No trabaja,Mujer
2015,28,Tamaulipas,32,Mulegé,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,18,No especificada,No especificada,Hombre,18,No especificada,No trabaja,Mujer
2015,28,Tamaulipas,32,Mulegé,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,27,No especificada,No especificada,Hombre,19,No especificada,Trabaja,Mujer
2015,28,Tamaulipas,27,San Felipe,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,23,No especificada,No especificada,Hombre,18,No especificada,No trabaja,Mujer
2015,28,Tamaulipas,32,Mulegé,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,19,No especificada,No especificada,Hombre,18,No especificada,Trabaja,Mujer
2015,28,Tamaulipas,32,Mulegé,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,26,No especificada,Trabaja,Hombre,18,No especificada,No especificada,Mujer
2015,28,Tamaulipas,32,Mulegé,Judicial,Voluntario unilateral,2,Divorciante 2,Hijos,22,No especificada,No especificada,Hombre,19,No especificada,Trabaja,Mujer
2015,28,Tamaulipas,25,Playas de Rosarito,Judicial,Voluntario unilateral,2,Divorciante 2,Hijos,20,No especificada,No especificada,Hombre,19,No especificada,No trabaja,Mujer
2015,28,Tamaulipas,27,San Felipe,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,19,No especificada,No especificada,Hombre,19,No especificada,No especificada,Mujer
2015,28,Tamaulipas,27,San Felipe,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,20,No especificada,Trabaja,Hombre,19,No especificada,Trabaja,Mujer
2015,28,Tamaulipas,21,Ensenada,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,18,Preparatoria o equivalente,Trabaja,Hombre,18,Preparatoria o equivalente,No trabaja,Mujer
2015,28,Tamaulipas,32,Mulegé,Judicial,Mutuo consentimiento,1,Divorciante 2,Hijos,20,Secundaria o equivalente,Trabaja,Hombre,18,Secundaria o equivalente,Trabaja,Mujer
2015,28,Tamaulipas,32,Mulegé,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,23,No especificada,Trabaja,Hombre,18,No especificada,Trabaja,Mujer
2015,28,Tamaulipas,27,San Felipe,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,18,No especificada,Trabaja,Hombre,19,No especificada,Trabaja,Mujer
2015,28,Tamaulipas,33,La Paz,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,22,No especificada,Trabaja,Hombre,19,No especificada,No especificada,Mujer
2015,28,Tamaulipas,27,San Felipe,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,20,No especificada,Trabaja,Hombre,18,No especificada,No especificada,Mujer
2015,28,Tamaulipas,33,La Paz,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,22,No especificada,No especificada,Hombre,18,No especificada,Trabaja,Mujer
2015,28,Tamaulipas,43,Carmen,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,15,No especificada,No especificada,Mujer,24,No especificada,No especificada,Hombre
2015,28,Tamaulipas,41,Calkiní,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,20,No especificada,Trabaja,Hombre,19,No especificada,Trabaja,Mujer
2016,28,Tamaulipas,25,Playas de Rosarito,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,20,No especificada,No especificada,Hombre,16,No especificada,Trabaja,Mujer
2016,28,Tamaulipas,21,Ensenada,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,18,Preparatoria o equivalente,Trabaja,Hombre,19,Preparatoria o equivalente,Trabaja,Mujer
2016,28,Tamaulipas,27,San Felipe,Judicial,Mutuo consentimiento,1,Divorciante 1,Hijos,18,No especificada,Trabaja,Mujer,21,No especificada,Trabaja,Hombre
2016,28,Tamaulipas,27,San Felipe,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,32,No especificada,No especificada,Hombre,19,No especificada,No especificada,Mujer
2016,28,Tamaulipas,32,Mulegé,Judicial,Voluntario unilateral,3,no se otorga,Ninguno,17,No especificada,No especificada,Hombre,17,No especificada,Trabaja,Mujer
2016,28,Tamaulipas,27,San Felipe,Judicial,Voluntario unilateral,2,Divorciante 1,Hijos,19,Secundaria o equivalente,No trabaja,Mujer,21,Secundaria o equivalente,Trabaja,Hombre
2016,28,Tamaulipas,32,Mulegé,Judicial,Mutuo consentimiento,0,no se otorga,Ninguno,23,No especificada,Trabaja,Hombre,19,No especificada,Trabaja,Mujer
2016,28,Tamaulipas,22,Mexicali,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,19,No especificada,Trabaja,Hombre,18,No especificada,No especificada,Mujer
2016,28,Tamaulipas,41,Calkiní,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,22,No especificada,No especificada,Hombre,16,No especificada,No trabaja,Mujer
2016,28,Tamaulipas,32,Mulegé,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,17,No especificada,No especificada,Hombre,19,Secundaria o equivalente,Trabaja,Mujer
2016,28,Tamaulipas,33,La Paz,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,27,No especificada,Trabaja,Hombre,19,No especificada,No especificada,Mujer
2016,28,Tamaulipas,22,Mexicali,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,18,No especificada,No especificada,Hombre,17,No especificada,Trabaja,Mujer
2016,28,Tamaulipas,32,Mulegé,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,30,No especificada,No especificada,Hombre,19,No especificada,No trabaja,Mujer
2016,28,Tamaulipas,32,Mulegé,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,19,No especificada,No especificada,Hombre,19,No especificada,Trabaja,Mujer
2016,28,Tamaulipas,41,Calkiní,Judicial,Voluntario unilateral,1,Divorciante 2,Hijos,20,No especificada,No especificada,Hombre,18,No especificada,No trabaja,Mujer
2016,28,Tamaulipas,32,Mulegé,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,43,No especificada,No especificada,Hombre,19,No especificada,No trabaja,Mujer
2016,28,Tamaulipas,27,San Felipe,Judicial,Voluntario unilateral,0,no se otorga,Ninguno,16,No especificada,Trabaja,Hombre,16,No especificada,No especificada,Mujer
